idFechaConstruccion,sigla,nombreAeropuerto,categoria,tipo,departamento,municipio,latitud,longitud,propietario,longitudPista,anchoPista,pbmo,elevacion
1971-9,OCV,AGUAS CLARAS,Regional,Aerocivil,Norte de Santander,Ocaña,8.3156,-73.3583,AEROCIVIL,1200,30,19000,3850
2007-2,ORU,EL MEDANO,Aeródromo,Privado,Casanare,Orocué,4.7621,-71.7184,ALBERTO MENDOZA Y OTRO,885,15,4950,485
1968-7,OTU,REMEDIOS OTU,Regional,Aerocivil,Antioquia,Remedios,7.0106,-74.7156,AEROCIVIL,950,12,2000,2058
1968-7,PCR,GERMAN OLANO,Regional,Aerocivil,Vichada,Puerto Carreño,6.185,-67.4925,MUNICIPIO,1800,30,2000,1915
2017-7,PIP,PAIPA JUAN JOSE RONDON,Aeródromo,Aerocivil,Boyacá,Paipa,5.7644,-73.1057,AEROCIVIL,1700,30,11400,8205
1968-3,PLT,LAS FLORES,Aeródromo,Aerocivil,Magdalena,Plato,9.7985,-74.7831,AEROCIVIL,1067,20,3500,86
1969-5,PPN,GUILLERMO LEON VALENCIA,Nacional,Aerocivil,Cauca,Popayán,2.4542,-76.6099,AEROCIVIL,1910,40,2000,5669
1957-4,PSO,ANTONIO NARIÑO,Nacional,Aerocivil,Nariño,Pasto,1.3964,-77.291,AEROCIVIL,2177,40,2000,5896
1974-10,PTL,CONTADOR,Regional,Aerocivil,Huila,Pitalito,1.8573,-76.0856,AEROCIVIL,1500,19,2000,4221
2013-11,PTW,GEMELOS DORADOS,Aeródromo,Privado,Santander,Puerto Wilches,7.2466,-73.7723,MILTON A. SALAZAR REY,850,15,5670,314
1981-9,PUU,TRES DE MAYO,Nacional,Aerocivil,Putumayo,Puerto Asís,0.5054,-76.5008,AEROCIVIL,1485,25,33112,809
1969-4,PVA,EL EMBRUJO,Nacional,Aerocivil,San Andrés islas,Providencia,13.3572,-81.3579,AEROCIVIL,1050,18,2000,10
1972-6,PZA,PAZ DE ARIPORO,Aeródromo,Aerocivil,Casanare,Paz de Ariporo,5.8819,-71.883,AEROCIVIL,1506,20,29000,878
1968-5,RAV,CRAVO NORTE,Aeródromo,Aerocivil,Arauca,Cravo Norte,6.3167,-70.2111,AEROCIVIL,1122,18,12202,336
1987-2,RCH,ALMIRANTE PADILLA,Internacional,Aerocivil,La Guajira,Riohacha,11.5262,-72.9267,MUNICIPIO,1900,30,2000,43
1983-9,RVE,COLONIZADORES,Regional,Aerocivil,Arauca,Arauca,6.9504,-71.8562,ECOPETROL,800,30,2000,678
1968-5,SMR,SIMON BOLIVAR,Internacional,Aerocivil,Magdalena,Santa Marta,11.1197,-74.2473,AEROCIVIL,1700,40,2000,22
1967-6,SNR,SAN MARTIN,Regional,Aerocivil,Meta,San Martín,3.7023,-73.6881,AEROCIVIL,700,15,3000,1380
1987-2,SVI,EDUARDO FALLA SOLANO,Regional,Aerocivil,Caquetá,San Vicente del Caguán,2.1522,-74.7663,AEROCIVIL,1500,26,2000,875
1973-11,TCO,LA FLORIDA,Nacional,Aerocivil,Nariño,San Andrés de Tumaco,1.8144,-78.749,AEROCIVIL,1600,30,2000,10
1967-6,TDA,TRINIDAD,Aeródromo,Aerocivil,Casanare,Trinidad,5.4349,-71.6584,AEROCIVIL,1148,10,12202,560
2000-12,TLU,TOLU,Regional,Aerocivil,Sucre,Tolú Viejo,9.5095,-75.5859,AEROCIVIL,1350,16,12202,15
1968-5,TME,GUSTAVO VARGAS,Regional,Aerocivil,Arauca,Tame,6.451,-71.7601,AEROCIVIL,2000,30,33112,1199
1998-11,TTM,TABLON DE TAMARA,Aeródromo,Aerocivil,Casanare,Támara,5.7267,-72.1006,AEROCIVIL,1317,30,12202,1650
2010-12,UIB,EL CARAÑO,Nacional,Aerocivil,Chocó,Quibdó,5.6908,-76.6412,AEROCIVIL,1300,30,63196,192
1968-7,URR,ALI PIEDRAHITA,Regional,Aerocivil,Antioquia,Urrao,6.3273,-76.1409,AEROCIVIL,865,10,2000,6104
1972-5,VGP,CANANGUCHAL,Regional,Aerocivil,Putumayo,Villagarzón,0.9785,-76.6064,AEROCIVIL,1300,20,2000,397
1969-11,VUP,ALFONSO LOPEZ PUMAREJO,Nacional,Aerocivil,Cesar,Valledupar,10.4351,-73.2494,AEROCIVIL,2100,30,2000,450
1968-6,VVC,VANGUARDIA,Nacional,Aerocivil,Meta,Villavicencio,4.1684,-73.6147,AEROCIVIL,1940,30,2000,1366
2012-5,VVU,SANTA ISABEL,Aeródromo,Fumigación,Meta,Villavicencio,3.9873,-73.2091,EFA LTDA.,800,10,2000,689
1997-9,YAP,YAPIMA,Aeródromo,Público,Vaupés,Mitú,1.0825,-69.4914,RESGUARDO INDIGENA,500,15,2300,600
2013-9,YOP,TROMPILLOS,Aeródromo,Fumigación,Casanare,Yopal,5.0932,-72.1807,ALEXANDER RIVERA,800,15,2000,623
2012-8,YPP,GERMAN ALBERTO,Aeródromo,Fumigación,Casanare,Yopal,5.1875,-72.3191,JOSE NELSON PEREZ R.,800,15,2000,735
1968-1,ZPS,GUILLERMO GOMEZ ORTIZ,Aeródromo,Público,Santander,Zapatoca,6.7674,-73.2846,MUNICIPIO,700,14,2300,5918
